sampleid	ypred	sampleorder
AD5358	0.840234398841858	644
AD5436	0.167526721954346	645
AD5700	0.525884628295898	646
AD5780	0.286943197250366	647
AD5854	0.511229395866394	648
AD5890	0.637335360050201	649
AD5927	0.100729137659073	650
AD6032	0.571090579032898	651
AD6038	0.470423609018326	652
AD6045	0.598834335803986	653
AD6061	0.494013130664825	654
AD6267	0.212394818663597	655
AD6315	0.775929510593414	656
AD635	0.393948912620544	657
AD6389	0.209276497364044	658
AD639	0.331697911024094	659
AD6463	0.504298985004425	660
AD6512	0.643290996551514	661
AD6598	0.593657732009888	662
AD6666	0.259809225797653	663
AD6683	0.470805555582047	664
AD6688	0.688507974147797	665
AD6761	0.200560107827187	666
AD697	0.19480599462986	667
AD7	0.504669368267059	668
AD7055	0.669407546520233	669
AD7057	0.883407890796661	670
AD7168	0.877917885780334	671
AD7248	0.432116568088531	672
AD7266	0.408816337585449	673
AD7317	0.575224936008453	674
AD7350	0.923460721969604	675
AD7384	0.793375313282013	676
AD7478	0.452990084886551	677
AD7561	0.375793516635895	678
AD7573	0.594535768032074	679
AD7670	0.406249940395355	680
AD7842	0.291506558656693	681
AD787	0.357038736343384	682
AD794	0.271485090255737	683
AD8080	0.709179401397705	684
AD8120	0.400376528501511	685
AD8150	0.584766507148743	686
AD8214	0.633883118629456	687
AD8306	0.664515495300293	688
AD8392	0.175901710987091	689
AD8451	0.516425013542175	690
AD8700	0.400085628032684	691
AD8727	0.370348513126373	692
AD873	0.259206801652908	693
AD8854	0.235222175717354	694
AD8883	0.636447072029114	695
AD9181	0.542295157909393	696
AD9443	0.492420732975006	697
AD9552	0.267118453979492	698
AD9756	0.537146985530853	699
AD9924	0.442284196615219	700
